trialIndexGlobal,timestampMs,mouseX,mouseY
13,25300,1111,644
14,25404,1111,644
14,25504,1111,644
14,25621,1081,646
14,25721,840,576
14,25837,788,444
14,25938,788,429
14,26038,788,429
14,26154,802,476
14,26270,804,486
14,26370,738,530
14,26471,718,674
14,26571,757,726
14,26671,757,726
14,26771,757,726
14,26809,757,726
15,26887,757,726
15,26987,757,726
15,27088,757,726
15,27188,757,726
15,27288,757,726
15,27404,780,593
15,27504,798,466
15,27620,801,426
15,27721,801,426
15,27837,882,350
15,27954,992,319
15,28054,1020,315
15,28154,1040,307
15,28255,1044,306
15,28371,1044,306
15,28379,1044,306
16,28488,1044,306
16,28604,1044,306
16,28705,1044,306
16,28805,1044,306
16,28922,1044,306
16,29022,1044,306
16,29137,934,354
16,29237,719,457
16,29354,716,370
16,29454,1004,295
16,29555,1074,288
16,29670,1086,284
16,29787,1102,279
16,29888,1106,280
16,29989,1106,280
17,30004,1106,280
17,30120,1106,280
17,30221,1106,280
17,30338,1106,280
17,30438,1106,280
17,30538,1106,280
17,30654,1106,280
17,30771,998,344
17,30887,865,391
17,30988,810,374
17,31104,895,267
17,31204,936,242
17,31320,943,247
17,31420,957,255
17,31521,964,256
17,31638,964,256
17,31662,964,256
18,31738,964,256
18,31855,964,256
18,31971,964,256
18,32071,964,256
18,32187,964,256
18,32287,964,256
18,32388,964,256
18,32504,924,323
18,32620,857,386
18,32720,760,407
18,32820,652,505
18,32921,611,550
18,33037,565,564
18,33138,543,574
18,33254,525,596
18,33354,522,598
18,33446,522,598
19,33471,522,598
19,33588,522,598
19,33704,522,598
19,33804,522,598
19,33904,522,598
19,34020,559,574
19,34120,657,511
19,34221,749,464
19,34337,820,456
19,34437,858,438
19,34554,940,426
19,34654,951,426
19,34771,968,428
19,34871,972,430
19,34988,972,430
19,35022,972,430
20,35088,972,430
20,35204,972,430
20,35304,972,430
20,35405,972,430
20,35521,972,430
20,35637,972,430
20,35754,892,464
20,35854,825,488
20,35970,821,492
20,36070,818,496
20,36188,766,438
20,36303,803,286
20,36404,839,247
20,36520,840,242
20,36621,837,242
20,36737,837,242
20,36759,837,242
21,36838,837,242
21,36955,837,242
21,37071,837,242
21,37171,837,242
21,37288,837,242
21,37388,837,242
21,37505,837,242
21,37620,842,320
21,37737,885,398
21,37837,1024,360
21,37937,1049,350
21,38037,1052,350
21,38138,1052,350
21,38227,1052,350
22,38253,1052,350
22,38355,1052,350
22,38471,1052,350
22,38573,1052,350
22,38688,1052,350
22,38804,969,370
22,38905,907,384
22,39020,872,386
22,39121,870,385
22,39237,918,312
22,39337,970,336
22,39438,700,465
22,39553,437,644
22,39653,400,646
22,39754,374,646
22,39870,359,662
22,39971,355,665
22,40087,355,665
